N,X,Y
"2558",120.727140,24.127099
"2559",120.727079,24.127143
"2560",120.726762,24.127391
"2561",120.558157,24.127211
"2562",120.557152,24.127823
"2563",120.667538,24.128024
"2564",120.667616,24.127976
"2565",120.633083,24.127844
"2566",120.633753,24.128950
"2567",120.685367,24.129585
"2568",120.685837,24.129593
"2569",120.686263,24.129625
"2570",120.627189,24.129548
"2571",120.627340,24.129671
"2572",120.627431,24.129745
"2573",120.656789,24.129888
"2574",120.657485,24.129577
"2575",120.627577,24.129864
"2576",120.634361,24.129964
"2577",120.554774,24.129851
"2578",120.556450,24.128133
"2579",120.675067,24.131106
"2580",120.675035,24.131172
"2581",120.669617,24.130415
"2582",120.672588,24.131787
"2583",120.671133,24.131881
"2584",120.671798,24.132518
"2585",120.634066,24.132387
"2586",120.554007,24.132256
"2587",120.692913,24.132839
"2588",120.692948,24.132761
"2589",120.693159,24.132846
"2590",120.693128,24.132927
"2591",120.693482,24.133072
"2592",120.693241,24.133267
"2593",120.691737,24.133648
"2594",120.691333,24.133541
"2595",120.691846,24.133657
"2596",120.634626,24.133549
"2597",120.633461,24.134177
"2598",120.690692,24.134746
"2599",120.691183,24.134754
"2600",120.691301,24.134756
"2601",120.654580,24.133276
"2602",120.653047,24.134939
"2603",120.654575,24.135271
"2604",120.695061,24.135521
"2605",120.695063,24.134876
"2606",120.708262,24.135785
"2607",120.708065,24.135880
"2608",120.683309,24.136300
"2609",120.683270,24.136383
"2610",120.695072,24.136953
"2611",120.732439,24.137044
"2612",120.732542,24.135921
"2613",120.688579,24.136751
"2614",120.689167,24.136991
"2615",120.629926,24.136889
"2616",120.697166,24.137002
"2617",120.697166,24.137221
"2618",120.630922,24.137153
"2619",120.683237,24.137752
"2620",120.684333,24.137221
"2621",120.732453,24.137575
"2622",120.684876,24.137583
"2623",120.684791,24.137658
"2624",120.684035,24.138529
"2625",120.685332,24.138065
"2626",120.708569,24.137965
"2627",120.708251,24.137426
"2628",120.625831,24.138015
"2629",120.626213,24.136129
"2630",120.626298,24.136144
"2631",120.625910,24.138018
"2632",120.631581,24.138253
"2633",120.631661,24.138198
"2634",120.708918,24.138573
"2635",120.599258,24.138339
"2636",120.599497,24.138372
"2637",120.631281,24.138455
"2638",120.612077,24.138445
"2639",120.612593,24.138482
"2640",120.612331,24.137923
"2641",120.697164,24.138874
"2642",120.712290,24.138770
"2643",120.711944,24.139146
"2644",120.612770,24.138957
"2645",120.599727,24.138925
"2646",120.599592,24.138932
"2647",120.724176,24.138285
"2648",120.599659,24.139313
"2649",120.550738,24.138467
"2650",120.550197,24.139250
"2651",120.601318,24.139337
"2652",120.599734,24.139417
"2653",120.599535,24.139438
"2654",120.711820,24.139713
"2655",120.617334,24.139515
"2656",120.617236,24.139503
"2657",120.724348,24.139751
"2658",120.629632,24.139571
"2659",120.629370,24.139747
"2660",120.619060,24.139737
"2661",120.549752,24.139989
"2662",120.630741,24.141664
"2663",120.630719,24.141057
"2664",120.630760,24.142045
"2665",120.548378,24.143494
"2666",120.548357,24.143040
"2667",120.606187,24.145500
"2668",120.606250,24.145579
"2669",120.606166,24.145626
"2670",120.548525,24.145549
"2671",120.679159,24.145531
"2672",120.678781,24.146128
"2673",120.679873,24.146228
"2674",120.678810,24.147178
"2675",120.606865,24.146622
"2676",120.607001,24.146749
"2677",120.548887,24.147090
"2678",120.698261,24.147950
"2679",120.699350,24.147952
"2680",120.678291,24.148527
"2681",120.718871,24.148907
"2682",120.719830,24.149026
"2683",120.677936,24.148737
"2684",120.677573,24.149052
"2685",120.703214,24.149121
"2686",120.703193,24.148637
"2687",120.677293,24.149296
"2688",120.625123,24.148982
"2689",120.624176,24.149372
"2690",120.722722,24.147685
"2691",120.723211,24.149437
"2692",120.678747,24.149116
"2693",120.679070,24.149531
"2694",120.679284,24.149807
"2695",120.719689,24.149887
"2696",120.703249,24.150004
"2697",120.669784,24.150237
"2698",120.669776,24.149566
"2699",120.669786,24.150435
"2700",120.669854,24.149566
"2701",120.669856,24.150392
"2702",120.635470,24.150010
"2703",120.635351,24.150688
"2704",120.541571,24.150634
"2705",120.542516,24.150419
"2706",120.635264,24.151185
"2707",120.611092,24.151146
"2708",120.612262,24.150497
"2709",120.608039,24.151034
"2710",120.609593,24.151293
"2711",120.612289,24.150606
"2712",120.684556,24.150722
"2713",120.684897,24.151547
"2714",120.670483,24.151257
"2715",120.670498,24.151559
"2716",120.547923,24.151850
"2717",120.547495,24.151748
"2718",120.548342,24.151945
"2719",120.624564,24.152105
"2720",120.624585,24.152193
"2721",120.548804,24.152046
"2722",120.685409,24.152771
"2723",120.547364,24.153812
"2724",120.546926,24.153734
"2725",120.547700,24.153873
"2726",120.547771,24.153885
"2727",120.548261,24.153978
"2728",120.685715,24.153500
"2729",120.686223,24.154739
"2730",120.685049,24.154288
"2731",120.685732,24.154450
"2732",120.685943,24.154296
"2733",120.612437,24.154331
"2734",120.611254,24.154714
"2735",120.686488,24.155032
"2736",120.686127,24.155078
"2737",120.616832,24.154972
"2738",120.616797,24.154690
"2739",120.609974,24.155027
"2740",120.611190,24.154633
"2741",120.607956,24.151205
"2742",120.598738,24.155028
"2743",120.610014,24.155116
"2744",120.609590,24.155171
"2745",120.685893,24.155352
"2746",120.687374,24.155659
"2747",120.597855,24.155477
"2748",120.633470,24.155658
"2749",120.634481,24.155700
"2750",120.634592,24.155038
"2751",120.635437,24.155749
"2752",120.616946,24.155895
"2753",120.667901,24.156121
"2754",120.667600,24.155817
"2755",120.668593,24.156749
"2756",120.668263,24.156468
"2757",120.669146,24.157219
"2758",120.723348,24.157229
"2759",120.722996,24.157326
"2760",120.722432,24.157447
"2761",120.715282,24.157447
"2762",120.715275,24.157056
"2763",120.712543,24.157329
"2764",120.712651,24.157720
"2765",120.712735,24.158021
"2766",120.715285,24.158029
"2767",120.714776,24.158049
"2768",120.713912,24.158085
"2769",120.713698,24.158052
"2770",120.713714,24.158157
"2771",120.712789,24.158179
"2772",120.546585,24.157971
"2773",120.546678,24.158002
"2774",120.547740,24.155694
"2775",120.634105,24.158239
"2776",120.684995,24.158528
"2777",120.685093,24.158565
"2778",120.713828,24.158963
"2779",120.665347,24.159054
"2780",120.663884,24.157589
"2781",120.666622,24.159209
"2782",120.666259,24.159204
"2783",120.684999,24.159677
"2784",120.684994,24.159051
"2785",120.685097,24.159677
"2786",120.685005,24.160270
"2787",120.699622,24.159636
"2788",120.699694,24.160357
"2789",120.702046,24.159856
"2790",120.699571,24.160388
"2791",120.699176,24.157454
"2792",120.705732,24.159424
"2793",120.705809,24.160516
"2794",120.698995,24.160324
"2795",120.699019,24.160505
"2796",120.699038,24.160642
"2797",120.656418,24.160350
"2798",120.656630,24.160978
"2799",120.705832,24.161228
"2800",120.707459,24.161226
"2801",120.708675,24.161296
"2802",120.707424,24.161298
"2803",120.656807,24.161504
"2804",120.544923,24.161326
"2805",120.544448,24.161835
"2806",120.714104,24.162658
"2807",120.713943,24.162155
"2808",120.690992,24.162897
"2809",120.692280,24.162488
"2810",120.699959,24.162834
"2811",120.714197,24.162884
"2812",120.693161,24.163026
"2813",120.693295,24.163253
"2814",120.693210,24.163297
"2815",120.692903,24.162780
"2816",120.714753,24.163703
"2817",120.693454,24.163719
"2818",120.598181,24.162951
"2819",120.715074,24.164094
"2820",120.693785,24.164095
"2821",120.714119,24.164407
"2822",120.713181,24.164555
"2823",120.713016,24.164578
"2824",120.730901,24.164736
"2825",120.730899,24.164447
"2826",120.700129,24.164762
"2827",120.597702,24.164602
"2828",120.730904,24.165190
"2829",120.609118,24.165181
"2830",120.608900,24.164496
"2831",120.715700,24.165950
"2832",120.714843,24.165958
"2833",120.714668,24.165960
"2834",120.714379,24.165963
"2835",120.714352,24.165963
"2836",120.714028,24.165965
"2837",120.713720,24.165965
"2838",120.542669,24.164854
"2839",120.542503,24.165722
"2840",120.542437,24.166052
"2841",120.605520,24.165390
"2842",120.605960,24.166772
"2843",120.609667,24.166916
"2844",120.714642,24.167225
"2845",120.714214,24.167234
"2846",120.713362,24.167241
"2847",120.717310,24.168046
"2848",120.717173,24.168051
"2849",120.716734,24.168062
"2850",120.716238,24.168076
"2851",120.715842,24.168087
"2852",120.715156,24.168110
"2853",120.714649,24.168127
"2854",120.714113,24.168144
"2855",120.713834,24.168152
"2856",120.713078,24.168179
"2857",120.542290,24.168199
"2858",120.542295,24.167249
"2859",120.715854,24.168942
"2860",120.715386,24.168963
"2861",120.715072,24.168973
"2862",120.714641,24.168988
"2863",120.713861,24.169017
"2864",120.712721,24.169058
"2865",120.716906,24.169129
"2866",120.716872,24.168908
"2867",120.675653,24.168659
"2868",120.674290,24.169064
"2869",120.674295,24.169140
"2870",120.606668,24.169099
"2871",120.716975,24.169571
"2872",120.706773,24.169599
"2873",120.707887,24.169606
"2874",120.542264,24.169222
"2875",120.708612,24.169650
"2876",120.708463,24.169636
"2877",120.631699,24.169490
"2878",120.631368,24.168771
"2879",120.709834,24.169761
"2880",120.713404,24.169628
"2881",120.713592,24.169802
"2882",120.608640,24.169629
"2883",120.607018,24.164457
"2884",120.720719,24.169919
"2885",120.720967,24.169873
"2886",120.713706,24.169932
"2887",120.719350,24.170086
"2888",120.639268,24.169097
"2889",120.638253,24.170009
"2890",120.638772,24.169630
"2891",120.708047,24.170165
"2892",120.638144,24.170088
"2893",120.713996,24.170331
"2894",120.697627,24.170300
"2895",120.697092,24.169482
"2896",120.697702,24.170240
"2897",120.632005,24.170178
"2898",120.697705,24.170426
"2899",120.720723,24.170526
"2900",120.720971,24.170497
"2901",120.542385,24.170118
"2902",120.542478,24.170098
"2903",120.711590,24.170093
"2904",120.711542,24.170557
"2905",120.720185,24.170577
"2906",120.711536,24.170604
"2907",120.719406,24.170654
"2908",120.542431,24.170298
"2909",120.610815,24.170562
"2910",120.720715,24.171201
"2911",120.720976,24.171169
"2912",120.719477,24.171345
"2913",120.709638,24.171325
"2914",120.710428,24.171787
"2915",120.720716,24.171877
"2916",120.720980,24.171863
"2917",120.710581,24.171862
"2918",120.719529,24.171942
"2919",120.711083,24.172088
"2920",120.719557,24.172253
"2921",120.690740,24.172383
"2922",120.690844,24.171992
"2923",120.720725,24.172592
"2924",120.720984,24.172585
"2925",120.719591,24.172621
"2926",120.685537,24.172210
"2927",120.685578,24.172730
"2928",120.685480,24.172741
"2929",120.698226,24.172784
"2930",120.698084,24.172933
"2931",120.698354,24.172944
"2932",120.720737,24.174063
"2933",120.685625,24.173355
"2934",120.584424,24.173117
"2935",120.584755,24.173235
"2936",120.584510,24.173360
"2937",120.585333,24.173442
"2938",120.655629,24.172841
"2939",120.655524,24.173721
"2940",120.585611,24.173547
"2941",120.585992,24.173690
"2942",120.721053,24.174062
"2943",120.720218,24.174067
"2944",120.655494,24.173963
"2945",120.585717,24.173845
"2946",120.586478,24.173864
"2947",120.702709,24.174637
"2948",120.702706,24.174555
"2949",120.543857,24.175743
"2950",120.543147,24.172979
"2951",120.703759,24.174658
"2952",120.698675,24.174716
"2953",120.720724,24.174951
"2954",120.719879,24.174938
"2955",120.698906,24.175246
"2956",120.720737,24.175423
"2957",120.699182,24.175877
"2958",120.670429,24.175818
"2959",120.670988,24.175009
"2960",120.720743,24.175923
"2961",120.659393,24.175883
"2962",120.659239,24.176010
"2963",120.586434,24.175844
"2964",120.585398,24.175902
"2965",120.652596,24.176102
"2966",120.653286,24.176109
"2967",120.660472,24.176364
"2968",120.659388,24.176357
"2969",120.719261,24.176561
"2970",120.719238,24.176354
"2971",120.669903,24.176513
"2972",120.727355,24.176576
"2973",120.728742,24.176846
"2974",120.719291,24.176851
"2975",120.730273,24.177144
"2976",120.534467,24.177262
"2977",120.532886,24.177087
"2978",120.721049,24.178220
"2979",120.720334,24.178214
"2980",120.700359,24.178529
"2981",120.720567,24.180121
"2982",120.726249,24.178974
"2983",120.725970,24.179021
"2984",120.725423,24.179128
"2985",120.671717,24.178328
"2986",120.672284,24.179064
"2987",120.718691,24.179242
"2988",120.718325,24.179236
"2989",120.717770,24.179248
"2990",120.700810,24.179563
"2991",120.723955,24.179564
"2992",120.723636,24.179749
"2993",120.723499,24.179822
"2994",120.673044,24.180019
"2995",120.722616,24.180363
"2996",120.722592,24.179916
"2997",120.701218,24.180481
"2998",120.722651,24.180628
"2999",120.715490,24.180801
"3000",120.715494,24.180505
"3001",120.721544,24.180033
"3002",120.721666,24.181016
"3003",120.715491,24.181174
"3004",120.694565,24.181332
"3005",120.694213,24.181373
"3006",120.693810,24.181419
"3007",120.623084,24.181265
"3008",120.623574,24.181038
"3009",120.622526,24.181520
"3010",120.722502,24.181747
"3011",120.723007,24.181604
"3012",120.722250,24.181803
"3013",120.545245,24.181258
"3014",120.545432,24.181969
"3015",120.721778,24.181859
"3016",120.701864,24.182059
"3017",120.718456,24.182200
"3018",120.719485,24.182102
"3019",120.717785,24.182261
"3020",120.702430,24.182243
"3021",120.701976,24.182169
"3022",120.710418,24.181378
"3023",120.703974,24.182332
"3024",120.706278,24.182351
"3025",120.706526,24.182353
"3026",120.658014,24.182510
"3027",120.658653,24.178098
"3028",120.658130,24.182516
"3029",120.658748,24.178098
"3030",120.721791,24.181949
"3031",120.689941,24.183448
"3032",120.688061,24.182564
"3033",120.690806,24.182418
"3034",120.689902,24.183613
"3035",120.688348,24.183623
"3036",120.688188,24.183625
"3037",120.687622,24.183631
"3038",120.622798,24.183283
"3039",120.622929,24.183531
"3040",120.623137,24.183927
"3041",120.657868,24.184669
"3042",120.663832,24.184760
"3043",120.693595,24.184966
"3044",120.693471,24.184921
"3045",120.651818,24.185266
"3046",120.651860,24.183550
"3047",120.651966,24.183553
"3048",120.651815,24.185360
"3049",120.693575,24.185457
"3050",120.694669,24.185444
"3051",120.693474,24.185457
"3052",120.691767,24.185458
"3053",120.694814,24.185521
"3054",120.693575,24.185539
"3055",120.693474,24.185540
"3056",120.691766,24.185540
"3057",120.694516,24.185556
"3058",120.693468,24.186211
"3059",120.669744,24.186529
"3060",120.669174,24.186222
"3061",120.711416,24.186620
"3062",120.670048,24.186697
"3063",120.696279,24.186861
"3064",120.694503,24.186863
"3065",120.693555,24.186865
"3066",120.693461,24.186865
"3067",120.691752,24.186868
"3068",120.690413,24.186873
"3069",120.690403,24.186228
"3070",120.689665,24.186874
"3071",120.627074,24.186741
"3072",120.626885,24.186375
"3073",120.677569,24.186489
"3074",120.627247,24.187164
"3075",120.607184,24.187287
"3076",120.608088,24.187219
"3077",120.678791,24.187588
"3078",120.696474,24.188182
"3079",120.693466,24.188203
"3080",120.693547,24.188204
"3081",120.694500,24.188200
"3082",120.692515,24.188213
"3083",120.690428,24.188239
"3084",120.689680,24.188237
"3085",120.692503,24.188828
"3086",120.690453,24.188841
"3087",120.679659,24.188382
"3088",120.680154,24.188970
"3089",120.718114,24.189192
"3090",120.718173,24.188876
"3091",120.704817,24.187767
"3092",120.705105,24.189182
"3093",120.674498,24.188995
"3094",120.674262,24.189279
"3095",120.693543,24.189385
"3096",120.693450,24.189385
"3097",120.692498,24.189386
"3098",120.690464,24.189393
"3099",120.651689,24.189375
"3100",120.651787,24.189382
"3101",120.705192,24.189613
"3102",120.586835,24.189110
"3103",120.586969,24.189461
"3104",120.690469,24.189954
"3105",120.587141,24.189900
"3106",120.587171,24.189984
"3107",120.672245,24.189809
"3108",120.717874,24.190471
"3109",120.697542,24.189582
"3110",120.697543,24.190470
"3111",120.587289,24.190291
"3112",120.690477,24.190536
"3113",120.692487,24.190541
"3114",120.693422,24.190543
"3115",120.693536,24.190544
"3116",120.696508,24.190566
"3117",120.694468,24.190553
"3118",120.697538,24.190573
"3119",120.685026,24.190476
"3120",120.684028,24.191159
"3121",120.594424,24.191128
"3122",120.594850,24.190877
"3123",120.587631,24.191155
"3124",120.594495,24.191190
"3125",120.594873,24.190941
"3126",120.693494,24.191432
"3127",120.562844,24.190822
"3128",120.683463,24.191558
"3129",120.693386,24.191678
"3130",120.690490,24.191681
"3131",120.711760,24.192081
"3132",120.681224,24.191697
"3133",120.681346,24.192069
"3134",120.594159,24.191884
"3135",120.649822,24.192227
"3136",120.650435,24.191067
"3137",120.690523,24.192781
"3138",120.623886,24.191998
"3139",120.623549,24.192078
"3140",120.650540,24.191074
"3141",120.681532,24.192594
"3142",120.594503,24.192437
"3143",120.601940,24.192189
"3144",120.692438,24.192803
"3145",120.693356,24.192817
"3146",120.693464,24.192820
"3147",120.690180,24.192853
"3148",120.624952,24.192090
"3149",120.624625,24.192859
"3150",120.671253,24.193085
"3151",120.672122,24.193208
"3152",120.671692,24.193142
"3153",120.688247,24.193249
"3154",120.688017,24.193289
"3155",120.687910,24.193306
"3156",120.687718,24.193334
"3157",120.687427,24.193377
"3158",120.690543,24.193492
"3159",120.684432,24.193586
"3160",120.683896,24.193633
"3161",120.683706,24.193650
"3162",120.648967,24.193613
"3163",120.649077,24.193649
"3164",120.693363,24.194150
"3165",120.624041,24.194205
"3166",120.720036,24.194022
"3167",120.720315,24.194487
"3168",120.720699,24.195137
"3169",120.688274,24.194970
"3170",120.689457,24.195040
"3171",120.687691,24.195191
"3172",120.560698,24.194717
"3173",120.561001,24.194957
"3174",120.693348,24.195374
"3175",120.561694,24.195347
"3176",120.693444,24.196057
"3177",120.721313,24.196180
"3178",120.721450,24.196399
"3179",120.693339,24.196584
"3180",120.688583,24.196597
"3181",120.689682,24.196600
"3182",120.690533,24.196602
"3183",120.607458,24.195068
"3184",120.608353,24.197393
"3185",120.608400,24.197514
"3186",120.512950,24.196637
"3187",120.513414,24.197295
"3188",120.693435,24.197805
"3189",120.693335,24.197806
"3190",120.692387,24.197806
"3191",120.693417,24.199269
"3192",120.693323,24.199287
"3193",120.688632,24.199216
"3194",120.690581,24.199281
"3195",120.568967,24.199036
"3196",120.568960,24.199322
"3197",120.568952,24.199679
"3198",120.575472,24.199532
"3199",120.575155,24.199742
"3200",120.574968,24.199875
"3201",120.693343,24.200855
"3202",120.696671,24.200865
"3203",120.698271,24.200934
"3204",120.698793,24.200959
"3205",120.643931,24.200868
"3206",120.643618,24.200278
"3207",120.493625,24.200334
"3208",120.492961,24.200592
"3209",120.644082,24.201206
"3210",120.683064,24.201308
"3211",120.680477,24.201284
"3212",120.683467,24.201291
"3213",120.706020,24.200811
"3214",120.706065,24.201345
"3215",120.709916,24.201409
"3216",120.709669,24.200789
"3217",120.571171,24.199111
"3218",120.569941,24.201195
"3219",120.491763,24.201232
"3220",120.573743,24.201503
"3221",120.573542,24.201238
"3222",120.573840,24.201630
"3223",120.710177,24.201970
"3224",120.573920,24.201735
"3225",120.641835,24.202017
"3226",120.706152,24.202358
"3227",120.574174,24.202069
"3228",120.601426,24.200587
"3229",120.602863,24.202430
"3230",120.567904,24.203279
"3231",120.640080,24.202662
"3232",120.560663,24.202228
"3233",120.560160,24.202457
"3234",120.644242,24.201637
"3235",120.640007,24.202861
"3236",120.559217,24.202731
"3237",120.628448,24.202660
"3238",120.628846,24.203341
"3239",120.628901,24.203468
"3240",120.644558,24.203563
"3241",120.644464,24.202910
"3242",120.726918,24.203996
"3243",120.727116,24.203902
"3244",120.603089,24.203732
"3245",120.726719,24.203881
"3246",120.567321,24.203694
"3247",120.717514,24.204067
"3248",120.717834,24.204061
"3249",120.603123,24.203823
"3250",120.718719,24.204101
"3251",120.567314,24.203787
"3252",120.644620,24.204054
"3253",120.653436,24.203540
"3254",120.653082,24.204229
"3255",120.566764,24.202989
"3256",120.565030,24.204402
"3257",120.652873,24.204731
"3258",120.523395,24.203906
"3259",120.523383,24.204440
"3260",120.564383,24.204932
"3261",120.652429,24.205793
"3262",120.523384,24.205466
"3263",120.603947,24.205877
"3264",120.563331,24.205784
"3265",120.548581,24.205342
"3266",120.507404,24.201612
"3267",120.504962,24.206061
"3268",120.504816,24.206092
"3269",120.505795,24.203174
"3270",120.706840,24.207080
"3271",120.706174,24.207129
"3272",120.706121,24.207132
"3273",120.567737,24.206023
"3274",120.566883,24.206811
"3275",120.710092,24.207280
"3276",120.566909,24.207074
"3277",120.559588,24.207045
"3278",120.559488,24.207082
"3279",120.548818,24.206201
"3280",120.549621,24.208134
"3281",120.559149,24.207208
"3282",120.504964,24.207104
"3283",120.504813,24.207107
"3284",120.504748,24.207358
"3285",120.504726,24.207109
"3286",120.558390,24.207561
"3287",120.710177,24.207933
"3288",120.571410,24.207518
"3289",120.571096,24.207805
"3290",120.673855,24.208164
"3291",120.673789,24.207430
"3292",120.570902,24.207984
"3293",120.549530,24.208159
"3294",120.549331,24.207717
"3295",120.504859,24.208036
"3296",120.673905,24.208713
"3297",120.549644,24.208412
"3298",120.505052,24.206042
"3299",120.505265,24.208291
"3300",120.579085,24.209492
"3301",120.579179,24.209492
"3302",120.579010,24.209493
"3303",120.579332,24.209498
"3304",120.579512,24.209506
"3305",120.578420,24.209505
"3306",120.579680,24.209513
"3307",120.579840,24.209520
"3308",120.580161,24.209546
"3309",120.651208,24.209765
"3310",120.654575,24.207751
"3311",120.579087,24.209600
"3312",120.578412,24.209613
"3313",120.578315,24.209617
"3314",120.651141,24.209823
"3315",120.576414,24.209668
"3316",120.577710,24.209543
"3317",120.575861,24.209724
"3318",120.550236,24.209753
"3319",120.549794,24.208747
"3320",120.644346,24.209380
"3321",120.644623,24.210121
"3322",120.518608,24.208366
"3323",120.519581,24.210613
"3324",120.524139,24.209957
"3325",120.524021,24.209609
"3326",120.688576,24.210706
"3327",120.688001,24.210573
"3328",120.644871,24.210669
"3329",120.688927,24.210782
"3330",120.645444,24.211217
"3331",120.550917,24.211241
"3332",120.722298,24.211776
"3333",120.721923,24.210085
"3334",120.505872,24.210057
"3335",120.506456,24.211336
"3336",120.506316,24.211386
"3337",120.505729,24.210129
"3338",120.571687,24.211382
"3339",120.571140,24.211639
"3340",120.570269,24.211980
"3341",120.507062,24.212724
"3342",120.506927,24.212769
"3343",120.506846,24.212796
"3344",120.506025,24.210960
"3345",120.482138,24.208055
"3346",120.469543,24.213166
"3347",120.507309,24.213893
"3348",120.710214,24.214938
"3349",120.710972,24.214211
"3350",120.469447,24.214376
"3351",120.577957,24.214750
"3352",120.578258,24.214780
"3353",120.578640,24.214823
"3354",120.709719,24.215139
"3355",120.690902,24.215130
"3356",120.690955,24.215299
"3357",120.647297,24.213013
"3358",120.647769,24.215509
"3359",120.621135,24.215571
"3360",120.622069,24.215089
"3361",120.700634,24.215476
"3362",120.700650,24.215810
"3363",120.622115,24.215168
"3364",120.621181,24.215649
"3365",120.702619,24.215930
"3366",120.703621,24.215804
"3367",120.692698,24.215914
"3368",120.692815,24.215919
"3369",120.693003,24.215926
"3370",120.526024,24.215279
"3371",120.526092,24.215516
"3372",120.526153,24.215707
"3373",120.647847,24.215941
"3374",120.688157,24.216037
"3375",120.687034,24.216100
"3376",120.686592,24.216113
"3377",120.700694,24.216172
"3378",120.508341,24.215700
"3379",120.508200,24.215736
"3380",120.580525,24.216129
"3381",120.580716,24.214567
"3382",120.580849,24.214579
"3383",120.580670,24.216148
"3384",120.580852,24.215324
"3385",120.580747,24.216158
"3386",120.526240,24.216008
"3387",120.619856,24.216282
"3388",120.695786,24.216011
"3389",120.697214,24.216599
"3390",120.566307,24.216491
"3391",120.565737,24.216496
"3392",120.565546,24.216500
"3393",120.647937,24.216381
"3394",120.714133,24.217160
"3395",120.713131,24.216768
"3396",120.526489,24.216837
"3397",120.714329,24.217318
"3398",120.688515,24.217098
"3399",120.688573,24.217327
"3400",120.688450,24.217349
"3401",120.580396,24.217121
"3402",120.580551,24.217136
"3403",120.580628,24.217143
"3404",120.722506,24.217896
"3405",120.723690,24.217992
"3406",120.526787,24.217731
"3407",120.564116,24.218190
"3408",120.563624,24.217851
"3409",120.564206,24.218246
"3410",120.723691,24.218574
"3411",120.526966,24.218221
"3412",120.688989,24.219029
"3413",120.688858,24.219044
"3414",120.661367,24.219597
"3415",120.662464,24.219370
"3416",120.723819,24.219757
"3417",120.689015,24.219742
"3418",120.662509,24.219459
"3419",120.661378,24.219686
"3420",120.660125,24.219787
"3421",120.660149,24.219866
"3422",120.556666,24.220404
"3423",120.557023,24.220083
"3424",120.532592,24.220518
"3425",120.532743,24.220475
"3426",120.532623,24.220601
"3427",120.532773,24.220557
"3428",120.532823,24.220694
"3429",120.532674,24.220742
"3430",120.556047,24.220891
"3431",120.532852,24.220774
"3432",120.532703,24.220822
"3433",120.720631,24.221646
"3434",120.718864,24.220472
"3435",120.530419,24.221225
"3436",120.530448,24.221302
"3437",120.530500,24.221441
"3438",120.530528,24.221516
"3439",120.529329,24.221567
"3440",120.529360,24.221648
"3441",120.627354,24.221974
"3442",120.627538,24.221859
"3443",120.528894,24.221712
"3444",120.509490,24.218478
"3445",120.510848,24.221685
"3446",120.628007,24.221676
"3447",120.627414,24.222046
"3448",120.529416,24.221789
"3449",120.510717,24.221758
"3450",120.509339,24.218494
"3451",120.576175,24.221938
"3452",120.575474,24.222041
"3453",120.575360,24.222057
"3454",120.528492,24.221926
"3455",120.528546,24.222068
"3456",120.626755,24.222404
"3457",120.484677,24.220511
"3458",120.478372,24.222773
"3459",120.721431,24.223417
"3460",120.721422,24.223511
"3461",120.511458,24.223124
"3462",120.529027,24.222999
"3463",120.529136,24.223193
"3464",120.511314,24.223167
"3465",120.529323,24.223531
"3466",120.476624,24.223406
"3467",120.649530,24.224199
"3468",120.649423,24.224403
"3469",120.561939,24.224086
"3470",120.562116,24.224193
"3471",120.573552,24.224011
"3472",120.573583,24.224314
"3473",120.562537,24.224442
"3474",120.573602,24.224486
"3475",120.649119,24.224960
"3476",120.563342,24.224805
"3477",120.563578,24.224909
"3478",120.563852,24.225024
"3479",120.613671,24.225279
"3480",120.613769,24.225288
"3481",120.615351,24.220038
"3482",120.646607,24.222677
"3483",120.645257,24.225538
"3484",120.573538,24.225506
"3485",120.573456,24.225816
"3486",120.572313,24.225952
"3487",120.571491,24.225717
"3488",120.573353,24.226128
"3489",120.573320,24.226232
"3490",120.563328,24.226631
"3491",120.564123,24.226395
"3492",120.562290,24.227063
"3493",120.613491,24.227273
"3494",120.519750,24.225193
"3495",120.521027,24.227956
"3496",120.671123,24.227397
"3497",120.671318,24.227785
"3498",120.671425,24.227983
"3499",120.558615,24.227710
"3500",120.559001,24.228241
"3501",120.576041,24.227237
"3502",120.574312,24.229957
"3503",120.548891,24.228589
"3504",120.714500,24.229455
"3505",120.714211,24.229464
"3506",120.711883,24.229666
"3507",120.711588,24.229692
"3508",120.711194,24.229728
"3509",120.559817,24.229450
"3510",120.655069,24.229756
"3511",120.655469,24.229982
"3512",120.656152,24.230292
"3513",120.553201,24.230758
"3514",120.553381,24.230850
"3515",120.553821,24.231069
"3516",120.613599,24.231065
"3517",120.613665,24.231652
"3518",120.632982,24.231913
"3519",120.633107,24.232066
"3520",120.692249,24.232336
"3521",120.692190,24.232427
"3522",120.662281,24.232603
"3523",120.663046,24.232932
"3524",120.613822,24.233018
"3525",120.663793,24.233339
"3526",120.634540,24.233401
"3527",120.547119,24.233372
"3528",120.546791,24.232480
"3529",120.547229,24.233332
"3530",120.562465,24.233394
"3531",120.562034,24.233654
"3532",120.561311,24.233807
"3533",120.635461,24.234146
"3534",120.634436,24.233458
"3535",120.654167,24.233459
"3536",120.654437,24.234186
"3537",120.560346,24.234350
"3538",120.571845,24.233779
"3539",120.571386,24.234499
"3540",120.547570,24.234473
"3541",120.654923,24.234801
"3542",120.636514,24.234772
"3543",120.571194,24.234807
"3544",120.695346,24.234520
"3545",120.695776,24.235140
"3546",120.695990,24.235415
"3547",120.570884,24.235283
"3548",120.551186,24.235157
"3549",120.551316,24.235486
"3550",120.550210,24.235485
"3551",120.695696,24.235879
"3552",120.549933,24.235578
"3553",120.551461,24.235818
"3554",120.549134,24.235847
"3555",120.559243,24.236091
"3556",120.559098,24.235616
